​:ID;title:string;venue:string;city:string;period:string;year:int
9047670;Data Integration in the Life Sciences - 8th International Conference, DILS 2012, College Park, MD, USA, June 28-29, 2012. Edition;Marriott Maui Ocean Club;Thessaloniki;8-9 February;1968
9047671;Data Integration in the Life Sciences - 10th International Conference, DILS 2014, Lisbon, Portugal, July 17-18, 2014. Edition;Sheraton Princess Kaiulani;London;11-13 March;1969
9047672;Data Integration in the Life Sciences, First International Workshop, DILS 2004, Leipzig, Germany, March 25-26, 2004, Edition;Kahala Hotel & Resort;Barcelona;23-25 April;1970
9047673;Data Integration in the Life Sciences - 12th International Conference, DILS 2017, Luxembourg, Luxembourg, November 14-15, 2017, Edition;Holiday Inn Waikiki Beachcomber;Madrid;28-29 May;1971
9047674;Data Integration in the Life Sciences, 7th International Conference, DILS 2010, Gothenburg, Sweden, August 25-27, 2010. Edition;Hilton Hawaiian Village;Berlin;22-23 August;1972
9047675;Data Integration in the Life Sciences - 13th International Conference, DILS 2018, Hannover, Germany, November 20-21, 2018, Edition;Hale Koa Hotel;Athens;25-28 August;1973
9047716;Formal Techniques for Distributed Systems, Joint 11th IFIP WG 6.1 International Conference FMOODS 2009 and 29th IFIP WG 6.1 International Conference FORTE 2009, Lisboa, Portugal, June 9-12, 2009. Edition;Waikiki Beach Marriott;Paris;12-14 June;1974
9047732;Formal Techniques for Distributed Systems - Joint 14th IFIP WG 6.1 International Conference, FMOODS 2012 and 32nd IFIP WG 6.1 International Conference, FORTE 2012, Stockholm, Sweden, June 13-16, 2012. Edition;Sheraton Waikiki;Brussels;17-19 September;1975
9047740;Formal Techniques for Distributed Systems, Joint 12th IFIP WG 6.1 International Conference, FMOODS 2010 and 30th IFIP WG 6.1 International Conference, FORTE 2010, Amsterdam, The Netherlands, June 7-9, 2010. Edition;Turtle Bay Resort;Thessaloniki;20-22 September;1976
9047741;Formal Techniques for Distributed Systems - Joint 13th IFIP WG 6.1 International Conference, FMOODS 2011, and 31st IFIP WG 6.1 International Conference, FORTE 2011, Reykjavik, Iceland, June 6-9, 2011. Edition;JW Marriott Ihilani, Ko Olina;London;22-25 December;1977
9047820;Edition of the Seventh Global Wordnet Conference, GWC 2014, Tartu, Estonia, January 25-29, 2014;Grand Wailea Resort;Barcelona;10-12 November;1978
9047927;Protocol Test Systems, V, Edition of the IFIP TC6/WG6.1 Fifth International Workshop on Protocol Test Systems, Montreal, Quebec, Canada, 28-30 September, 1992;Maui Prince Hotel;Madrid;12-13 July;1979
9047929;Protocol Test Systems, IV, Edition of the IFIP TC6/WG6.1 Fourth International Workshop on Protocol Test Systems, Leidschendam, The Netherlands, 15-17 October, 1991;Mauna Lani Bay Hotel & Bungalows;Berlin;1-2 June;1980
9047939;Protocol Test Systems, VI, Edition of the IFIP TC6/WG6.1 Sixth International Workshop on Protocol Test systems, Pau, France, 28-30 September, 1993;Hilton Waikoloa Village;Athens;10-14 January;1981
9047988;Grid and Cooperative Computing, Second International Workshop, GCC 2003, Shanghai, China, December 7-10, 2003, Revised Papers, Part II;Wyndham at Waikiki Beach Walk;Paris;8-9 February;1982
9048072;Recent Trends in Computer Networks and Distributed Systems Security - International Conference, SNDS 2012, Trivandrum, India, October 11-12, 2012. Edition;Marriott Waiohai Beach Club;Brussels;11-13 March;1983
9048073;Recent Trends in Computer Networks and Distributed Systems Security - Second International Conference, SNDS 2014, Trivandrum, India, March 13-14, 2014, Edition;Westin Kaanapali Ocean Resort Villas;Thessaloniki;23-25 April;1984
9048162;Edition of the 2007 International Symposium on Wikis, 2007, Montreal, Quebec, Canada, October 21-25, 2007;Wailea Beach Marriott Resort & Spa;London;28-29 May;1985
9048164;Edition of the 2009 International Symposium on Wikis, 2009, Orlando, Florida, USA, October 25-27, 2009;Hyatt Regency Maui Resort & Spa;Barcelona;22-23 August;1986
9048165;Edition of the 2005 International Symposium on Wikis, 2005, San Diego, California, USA, October 16-18, 2005;Fairmont Kea Lani;Madrid;25-28 August;1987
9048166;Edition of the 2008 International Symposium on Wikis, 2008, Porto, Portugal, September 8-10, 2008;Moana Surfrider;Berlin;12-14 June;1988
9048167;Edition of the 2006 International Symposium on Wikis, 2006, Odense, Denmark, August 21-23, 2006;Ko Olina Marriot Beach Club;Athens;17-19 September;1989
9048175;Edition of the 6th International Symposium on Wikis and Open Collaboration, 2010, Gdansk, Poland, July 7-9, 2010;Hyatt Regency Waikiki;Paris;20-22 September;1990
9048176;Edition of the 7th International Symposium on Wikis and Open Collaboration, 2011, Mountain View, CA, USA, October 3-5, 2011;Hawaii Prince Hotel Waikiki;Brussels;22-25 December;1991
9048221;2009 IEEE Symposium on Computational Intelligence for Multimedia Signal and Vision Processing, CIMSVP 2009, Nashville, TN, USA, March 31 - April 1, 2009;Aqua Bamboo Waikiki;Thessaloniki;10-12 November;1992
9047414;Harmonization and Development of Resources and Tools for Italian Natural Language Processing within the PARLI Project;Aqua Aloha Surf Waikiki Hotel;London;12-13 July;1955
9047585;7th International Conference on New Technologies, Mobility and Security, NTMS 2015, Paris, France, July 27-29, 2015;Sheraton Kauai Resort;Barcelona;1-2 June;1956
9047586;NTMS 2009, 3rd International Conference on New Technologies, Mobility and Security, 20-23 December 2009, Cairo, Egypt;Kilauea Lakeside Estate;Madrid;10-14 January;1957
9047587;NTMS 2008, 2nd International Conference on New Technologies, Mobility and Security, November 5-7, 2008, Tangier, Morocco;Grand Hyatt Kauai Resort & Spa;Berlin;8-9 February;1958
9047588;8th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2016, Larnaca, Cyprus, November 21-23, 2016;Ritz-Carlton Kapalua;Athens;11-13 March;1959
9047589;5th International Conference on New Technologies, Mobility and Security, Istanbul, Turkey, NTMS 2012, May 7-10, 2012;Marriott Maui Ocean Club;Paris;23-25 April;1960
9047590;6th International Conference on New Technologies, Mobility and Security, NTMS 2014, Dubai, United Arab Emirates, March 30 - April 2, 2014;Sheraton Princess Kaiulani;Brussels;28-29 May;1961
9047591;4th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2011, Paris, France, February 7-10, 2011;Kahala Hotel & Resort;Thessaloniki;22-23 August;1962
9047592;9th IFIP International Conference on New Technologies, Mobility and Security, NTMS 2018, Paris, France, February 26-28, 2018;Holiday Inn Waikiki Beachcomber;London;25-28 August;1963
9047676;45th European Solid State Device Research Conference, ESSDERC 2015, Graz, Austria, September 14-18, 2015;Hilton Hawaiian Village;Barcelona;12-14 June;1964
9047677;Edition of the European Solid-State Device Research Conference, ESSDERC 2013, Bucharest, Romania, September 16-20, 2013;Hale Koa Hotel;Madrid;17-19 September;1965
9047678;46th European Solid-State Device Research Conference, ESSDERC 2016, Lausanne, Switzerland, September 12-15, 2016;Waikiki Beach Marriott;Berlin;20-22 September;1966
9047679;Edition of the 2012 European Solid-State Device Research Conference, ESSDERC 2012, Bordeaux, France, September 17-21, 2012;Sheraton Waikiki;Athens;22-25 December;1967
9047680;44th European Solid State Device Research Conference, ESSDERC 2014, Venice Lido, Italy, September 22-26, 2014;Turtle Bay Resort;Paris;10-12 November;1968
9047681;47th European Solid-State Device Research Conference, ESSDERC 2017, Leuven, Belgium, September 11-14, 2017;JW Marriott Ihilani, Ko Olina;Brussels;12-13 July;1969
9047682;48th European Solid-State Device Research Conference, ESSDERC 2018, Dresden, Germany, September 3-6, 2018;Grand Wailea Resort;Thessaloniki;1-2 June;1970
9047719;Applying Formal Methods: Testing, Performance and M/ECommerce, FORTE 2004 Workshops The FormEMC, EPEW, ITM, Toledo, Spain, October 1-2, 2004;Maui Prince Hotel;London;10-14 January;1971
9047821;IC 2007: IngÃ©nierie des connaissances 2007 (Edition of the 18th French Knowledge Engineering Conference), Grenoble, France, July 4-6, 2007;Mauna Lani Bay Hotel & Bungalows;Barcelona;8-9 February;1972
9047823;IC 2009 : Actes des 20es JournÃ©es Francophones d'IngÃ©nierie des Connaissances, Hammamet, Tunisia, May 25-29, 2009;Hilton Waikoloa Village;Madrid;11-13 March;1973
9047824;IC 2008: IngÃ©nierie des connaissances 2008 (Edition of the 19th French Knowledge Engineering Conference), Nancy, France, June 18-20, 2008;Wyndham at Waikiki Beach Walk;Berlin;23-25 April;1974
9047825;IC 2006: IngÃ©nierie des connaissances 2006 (Edition of the 17th French Knowledge Engineering Conference), Nantes, France, June 26-30, 2006;Marriott Waiohai Beach Club;Athens;28-29 May;1975
9047930;Future Internet Testing - First International Workshop, FITTEST 2013, Istanbul, Turkey, November 12, 2013, Revised Selected Papers;Westin Kaanapali Ocean Resort Villas;Paris;22-23 August;1976
9047993;Grid and Cooperative Computing, Second International Workshop, GCC 2003, Shanghai, China, December 7-10, 2003, Revised Papers, Part I;Wailea Beach Marriott Resort & Spa;Brussels;25-28 August;1977
9048074;Numerical Mathematics and Advanced Applications - ENUMATH 2015 - Edition of the 11th European Conference on Numerical Mathematics and Advanced Applications, Ankara, Turkey, September 14-18, 2015;Hyatt Regency Maui Resort & Spa;Thessaloniki;12-14 June;1978
9048075;Numerical Mathematics and Advanced Applications - ENUMATH 2013 - Edition of ENUMATH 2013, the 10th European Conference on Numerical Mathematics and Advanced Applications, Lausanne, Switzerland, August 2013;Fairmont Kea Lani;London;17-19 September;1979
9048163;Edition of the 11th International Symposium on Open Collaboration, San Francisco, CA, USA, August 19-21, 2015;Moana Surfrider;Barcelona;20-22 September;1980
9048168;Edition of the 9th International Symposium on Open Collaboration, Hong Kong, China, August 05 - 07, 2013;Ko Olina Marriot Beach Club;Madrid;22-25 December;1981
9048170;Edition of the 12th International Symposium on Open Collaboration, OpenSym 2016, Berlin, Germany, August 17-19, 2016;Hyatt Regency Waikiki;Berlin;10-12 November;1982
9048172;Edition of The International Symposium on Open Collaboration, OpenSym 2014, Berlin, Germany, August 27 - 29, 2014;Hawaii Prince Hotel Waikiki;Athens;12-13 July;1983
9048174;Edition of the 13th International Symposium on Open Collaboration, OpenSym 2017, Galway, Ireland, August 23-25, 2017;Aqua Bamboo Waikiki;Paris;1-2 June;1984
9048177;Edition of the 14th International Symposium on Open Collaboration, OpenSym 2018, Paris, France, August 22-24, 2018;Aqua Aloha Surf Waikiki Hotel;Brussels;10-14 January;1985
9048222;2013 IEEE Symposium on Computational Intelligence for Multimedia, Signal and Vision Processing, CIMSIVP 2013, Singapore, Singapore, April 16-19, 2013;Sheraton Kauai Resort;Thessaloniki;8-9 February;1986
9048223;2014 IEEE Symposium on Computational Intelligence for Multimedia, Signal and Vision Processing, CIMSIVP 2014, Orlando, FL, USA, December 9-12, 2014;Kilauea Lakeside Estate;London;11-13 March;1987
9048224;2011 IEEE Symposium on Computational Intelligence for Multimedia, Signal and Vision Processing, CIMSIVP 2011, Paris, France, April 13-14, 2011;Grand Hyatt Kauai Resort & Spa;Barcelona;23-25 April;1988
9047415;Service Orientation in Holonic and Multi-agent Manufacturing;Ritz-Carlton Kapalua;Madrid;28-29 May;1955
9047491;Edition of the 3rd Workshop on Advances in Model Based Testing, A-MOST 2007, co-located with the ISSTA 2007 International Symposium on Software Testing and Analysis, London, United Kingdom, July 9-12;Marriott Maui Ocean Club;Berlin;22-23 August;1956
9047492;Edition of the ICSE 2005 Workshop on Advances in Model-Based Software Testing, A-MOST 2005, St. Louis, Missouri, USA;Sheraton Princess Kaiulani;Athens;25-28 August;1957
9047593;Software Product-Family Engineering, 5th International Workshop, PFE 2003, Siena, Italy, November 4-6, 2003, Revised Papers;Kahala Hotel & Resort;Paris;12-14 June;1958
9047594;Software Product-Family Engineering, 4th International Workshop, PFE 2001, Bilbao, Spain, October 3-5, 2001, Revised Papers;Holiday Inn Waikiki Beachcomber;Brussels;17-19 September;1959
9047683;Edition of the Eurographics Multimedia Workshop 2001, Manchester, United Kingdom, September 8-9, 2001;Hilton Hawaiian Village;Thessaloniki;20-22 September;1960
9047684;Edition of the 7th Eurographics Multimedia Workshop 2004, Ninjing, China, October 27-28, 2004;Hale Koa Hotel;London;22-25 December;1961
9047744;Recent Advances in Soft Computing - Edition of 23rd International Conference on Soft Computing (MENDEL 2017) Held in Brno, Czech Republic, June 20-22, 2017;Waikiki Beach Marriott;Barcelona;10-12 November;1962
9047822;IC 2015 : 26es JournÃ©es francophones d'IngÃ©nierie des Connaissances (Edition of the 26th French Knowledge Engineering Conference), Rennes, France, July 1-3, 2015.;Sheraton Waikiki;Madrid;12-13 July;1963
9047826;IC 2013 : 24es JournÃ©es francophones d'IngÃ©nierie des Connaissances (Edition of the 24th French Knowledge Engineering Conference), Lille, France, July 1-5, 2013.;Turtle Bay Resort;Berlin;1-2 June;1964
9047827;IC 2016 : 27es JournÃ©es francophones d'IngÃ©nierie des Connaissances (Edition of the 27th French Knowledge Engineering Conference), Montpellier, France, June 6-10, 2016.;JW Marriott Ihilani, Ko Olina;Athens;10-14 January;1965
9047828;IC 2012 : 23es journÃ©es IngÃ©nierie des Connaissances (Edition of the 23rd French Knowledge Engineering Conference), Paris, France, June 25-29, 2012.;Grand Wailea Resort;Paris;8-9 February;1966
9047829;IC 2014 : 25es JournÃ©es francophones d'IngÃ©nierie des Connaissances (Edition of the 25th French Knowledge Engineering Conference), Clermont Ferrand, France, May 12-16, 2014.;Maui Prince Hotel;Brussels;11-13 March;1967
9047830;IC 2017 : 28es JournÃ©es francophones d'IngÃ©nierie des Connaissances (Edition of the 28th French Knowledge Engineering Conference), Caen, France, July 3-7, 2017.;Mauna Lani Bay Hotel & Bungalows;Thessaloniki;23-25 April;1968
9047831;IC 2010 : 21es JournÃ©es IngÃ©nierie des Connaissances 2010 (Edition of the 21st French Knowledge Engineering Conference), NÃ®mes, France, June 8-10, 2010.;Hilton Waikoloa Village;London;28-29 May;1969
9047832;IC 2011 : 22es journÃ©es IngÃ©nierie des Connaissances (Edition of the 22nd French Knowledge Engineering Conference), Chambery, France, May 16-20, 2011.;Wyndham at Waikiki Beach Walk;Barcelona;22-23 August;1970
9047833;IC 2018 : 29es JournÃ©es francophones d'IngÃ©nierie des Connaissances (Edition of the 29th French Knowledge Engineering Conference), Nancy, France, July 4-6, 2018.;Marriott Waiohai Beach Club;Madrid;25-28 August;1971
9047931;Testing of Communicating Systems: Method and Applications, IFIP TC6 12;Westin Kaanapali Ocean Resort Villas;Berlin;12-14 June;1972
9047947;Testing of Communicating Systems, IFIP TC6 11th International Workshop on Testing Communicating Systems (IWTCS), August 31 - September 2, 1998, Tomsk, Russia;Wailea Beach Marriott Resort & Spa;Athens;17-19 September;1973
9047994;Grid and Cooperative Computing - GCC 2004 Workshops: GCC 2004 International Workshops, IGKG, SGT, GISS, AAC-GEVO, and VVS, Wuhan, China, October 21-24, 2004. Edition;Hyatt Regency Maui Resort & Spa;Paris;20-22 September;1974
9047997;Grid and Cooperative Computing Workshops - GCC 2006, 5th International Conference, Changsha, Hunan, China, 21-23 October 2006, Edition;Fairmont Kea Lani;Brussels;22-25 December;1975
9048076;Advances in Biometrics, International Conference, ICB 2007, Seoul, Korea, August 27-29, 2007, Edition;Moana Surfrider;Thessaloniki;10-12 November;1976
9048077;International Conference on Biometrics, ICB 2015, Phuket, Thailand, 19-22 May, 2015;Ko Olina Marriot Beach Club;London;12-13 July;1977
9048078;Advances in Biometrics, Third International Conference, ICB 2009, Alghero, Italy, June 2-5, 2009. Edition;Hyatt Regency Waikiki;Barcelona;1-2 June;1978
9048079;Advances in Biometrics, International Conference, ICB 2006, Hong Kong, China, January 5-7, 2006, Edition;Hawaii Prince Hotel Waikiki;Madrid;10-14 January;1979
9048080;International Conference on Biometrics, ICB 2013, 4-7 June, 2013, Madrid, Spain;Aqua Bamboo Waikiki;Berlin;8-9 February;1980
9048081;International Conference on Biometrics, ICB 2016, Halmstad, Sweden, June 13-16, 2016;Aqua Aloha Surf Waikiki Hotel;Athens;11-13 March;1981
9048082;5th IAPR International Conference on Biometrics, ICB 2012, New Delhi, India, March 29 - April 1, 2012;Sheraton Kauai Resort;Paris;23-25 April;1982
9048086;2018 International Conference on Biometrics, ICB 2018, Gold Coast, Australia, February 20-23, 2018;Kilauea Lakeside Estate;Brussels;28-29 May;1983
9048169;Companion to the Edition of the 13th International Symposium on Open Collaboration, OpenSym 2017, Galway, Ireland, August 23-25, 2017;Grand Hyatt Kauai Resort & Spa;Thessaloniki;22-23 August;1984
9048178;Companion to the Edition of the 12th International Symposium on Open Collaboration, OpenSym 2016, Berlin, Germany, August 17-19, 2016;Ritz-Carlton Kapalua;London;25-28 August;1985
9048225;Third International Conference on Computing Measurement Control and Sensor Network, CMCSN 2016, Matsue, Japan, May 20-22, 2016;Marriott Maui Ocean Club;Barcelona;12-14 June;1986
9047416;Recent Advances in Swarm Intelligence and Evolutionary Computation;Sheraton Princess Kaiulani;Madrid;17-19 September;1955
9047493;2015 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems, MFI 2015, San Diego, CA, USA, September 14-16, 2015;Kahala Hotel & Resort;Berlin;20-22 September;1956
9047494;IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems, MFI 2008, Seoul, South Korea, August 20-22, 2008;Holiday Inn Waikiki Beachcomber;Athens;22-25 December;1957
9047495;2006 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems, Heidelberg, Germany, September 3-6, 2006;Hilton Hawaiian Village;Paris;10-12 November;1958
9047496;2016 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems, MFI 2016, Baden-Baden, Germany, September 19-21, 2016;Hale Koa Hotel;Brussels;12-13 July;1959
9047497;IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems, MFI 2012, Hamburg, Germany, September 13-15, 2012;Waikiki Beach Marriott;Thessaloniki;1-2 June;1960
9047498;International Conference on Multisensor Fusion and Information Integration for Intelligent Systems, MFI 2014, Beijing, China, September 28-29, 2014;Sheraton Waikiki;London;10-14 January;1961
9047499;2017 IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems, MFI 2017, Daegu, Korea (South), November 16-18, 2017;Turtle Bay Resort;Barcelona;8-9 February;1962
9047500;2010 IEEE Conference on Multisensor Fusion and Integration for Intelligent Systems, MFI 2010, Salt Lake City, UT, USA, September 5-7, 2010;JW Marriott Ihilani, Ko Olina;Madrid;11-13 March;1963
9047596;19th International Conference on Scientific and Statistical Database Management, SSDBM 2007, 9-11 July 2007, Banff, Canada, Edition;Grand Wailea Resort;Berlin;23-25 April;1964
9047597;Edition of the 27th International Conference on Scientific and Statistical Database Management, SSDBM '15, La Jolla, CA, USA, June 29 - July 1, 2015;Maui Prince Hotel;Athens;28-29 May;1965
9047598;Scientific and Statistical Database Management, 21st International Conference, SSDBM 2009, New Orleans, LA, USA, June 2-4, 2009, Edition;Mauna Lani Bay Hotel & Bungalows;Paris;22-23 August;1966
9047600;Statistical and Scientific Database Management, 4th International Working Conference SSDBM, Rome, Italy, June 21-23, 1988, Proccedings;Hilton Waikoloa Village;Brussels;25-28 August;1967
9047601;17th International Conference on Scientific and Statistical Database Management, SSDBM 2005, 27-29 June 2005, University of California, Santa Barbara, CA, USA, Edition;Wyndham at Waikiki Beach Walk;Thessaloniki;12-14 June;1968
9047603;Scientific and Statistical Database Management, 20th International Conference, SSDBM 2008, Hong Kong, China, July 9-11, 2008, Edition;Marriott Waiohai Beach Club;London;17-19 September;1969
9047604;Edition of the 15th International Conference on Scientific and Statistical Database Management (SSDBM 2003), 9-11 July 2003, Cambridge, MA, USA;Westin Kaanapali Ocean Resort Villas;Barcelona;20-22 September;1970
9047605;18th International Conference on Scientific and Statistical Database Management, SSDBM 2006, 3-5 July 2006, Vienna, Austria, Edition;Wailea Beach Marriott Resort & Spa;Madrid;22-25 December;1971
9047606;Conference on Scientific and Statistical Database Management, SSDBM '13, Baltimore, MD, USA, July 29 - 31, 2013;Hyatt Regency Maui Resort & Spa;Berlin;10-12 November;1972
9047610;Edition of the 28th International Conference on Scientific and Statistical Database Management, SSDBM 2016, Budapest, Hungary, July 18-20, 2016;Fairmont Kea Lani;Athens;12-13 July;1973
9047612;Scientific and Statistical Database Management - 24th International Conference, SSDBM 2012, Chania, Crete, Greece, June 25-27, 2012. Edition;Moana Surfrider;Paris;1-2 June;1974
9047613;Conference on Scientific and Statistical Database Management, SSDBM '14, Aalborg, Denmark, June 30 - July 02, 2014;Ko Olina Marriot Beach Club;Brussels;10-14 January;1975
9047614;Edition of the 16th International Conference on Scientific and Statistical Database Management (SSDBM 2004), 21-23 June 2004, Santorini Island, Greece;Hyatt Regency Waikiki;Thessaloniki;8-9 February;1976
9047618;Edition of the 29th International Conference on Scientific and Statistical Database Management, Chicago, IL, USA, June 27-29, 2017;Hawaii Prince Hotel Waikiki;London;11-13 March;1977
9047619;Scientific and Statistical Database Management, 22nd International Conference, SSDBM 2010, Heidelberg, Germany, June 30 - July 2, 2010. Edition;Aqua Bamboo Waikiki;Barcelona;23-25 April;1978
9047620;Scientific and Statistical Database Management - 23rd International Conference, SSDBM 2011, Portland, OR, USA, July 20-22, 2011. Edition;Aqua Aloha Surf Waikiki Hotel;Madrid;28-29 May;1979
9047621;Edition of the 30th International Conference on Scientific and Statistical Database Management, SSDBM 2018, Bozen-Bolzano, Italy, July 09-11, 2018;Sheraton Kauai Resort;Berlin;22-23 August;1980
9047624;Statistical and Scientific Database Management, 5th International Conference SSDBM, Charlotte, NC, USA, April 3-5, 1990, Proccedings;Kilauea Lakeside Estate;Athens;25-28 August;1981
9047685;Applications of Declarative Programming and Knowledge Management - 18th International Conference, INAP 2009, Ã‰vora, Portugal, November 3-5, 2009, Revised Selected Papers;Grand Hyatt Kauai Resort & Spa;Paris;12-14 June;1982
9047686;Declarative Programming for Knowledge Management, 16th International Conference on Applications of Declarative Programming and Knowledge Management, INAP 2005, Fukuoka, Japan, October 22-24, 2005, Revised Selected Papers;Ritz-Carlton Kapalua;Brussels;17-19 September;1983
9047689;Edition of the 14th International Conference on Applications of Prolog, INAP 2001, University of Tokyo, Tokyo, Japan, October 20-22, 2001;Marriott Maui Ocean Club;Thessaloniki;20-22 September;1984
9047745;Post-Edition of the Third Italian Research Conference on Digital Library Systems, IRCDL 2007, Padova, Italy, 29-30 January 2007;Sheraton Princess Kaiulani;London;22-25 December;1985
9047747;Digital Libraries on the Move - 11th Italian Research Conference on Digital Libraries, IRCDL 2015, Bolzano, Italy, January 29-30, 2015, Revised Selected Papers;Kahala Hotel & Resort;Barcelona;10-12 November;1986
9047748;Post-Edition of the Fifth Italian Research Conference on Digital Libraries - IRCDL 2009, Padova, Italy, 29-30 January 2009;Holiday Inn Waikiki Beachcomber;Madrid;12-13 July;1987
9047749;Digital Libraries: Supporting Open Science - 15th Italian Research Conference on Digital Libraries, IRCDL 2019, Pisa, Italy, January 31 - February 1, 2019, Edition;Hilton Hawaiian Village;Berlin;1-2 June;1988
9047750;Post-Edition of the Forth Italian Research Conference on Digital Library Systems, IRCDL 2008, Padova, Italy, 24-25 January 2008;Hale Koa Hotel;Athens;10-14 January;1989
9047751;Post-Edition of the Second Italian Research Conference on Digital Library Management Systems (IRCDL 2006), Padova, Italy, 27th January 2006;Waikiki Beach Marriott;Paris;8-9 February;1990
9047752;Bridging Between Cultural Heritage Institutions - 9th Italian Research Conference, IRCDL 2013, Rome, Italy, January 31-February 1, 2013, Revised Selected Papers;Sheraton Waikiki;Brussels;11-13 March;1991
9047753;Digital Libraries and Multimedia Archives - 12th Italian Research Conference on Digital Libraries, IRCDL 2016, Florence, Italy, February 4-5, 2016, Revised Selected Papers;Turtle Bay Resort;Thessaloniki;23-25 April;1992
9047754;Digital Libraries and Archives - 8th Italian Research Conference, IRCDL 2012, Bari, Italy, February 9-10, 2012, Revised Selected Papers;JW Marriott Ihilani, Ko Olina;London;28-29 May;1993
9047755;Pushing the Boundaries of the Digital Libraries Field - 10th Italian Research Conference on Digital Libraries, IRCDL 2014, Padua, Italy, January 30-31, 2014;Grand Wailea Resort;Barcelona;22-23 August;1994
9047756;Digital Libraries and Archives - 13th Italian Research Conference on Digital Libraries, IRCDL 2017, Modena, Italy, January 26-27, 2017, Revised Selected Papers;Maui Prince Hotel;Madrid;25-28 August;1995
9047757;Digital Libraries - 6th Italian Research Conference, IRCDL 2010, Padua, Italy, January 28-29, 2010. Revised Selected Papers;Mauna Lani Bay Hotel & Bungalows;Berlin;12-14 June;1996
9047758;Digital Libraries and Archives - 7th Italian Research Conference, IRCDL 2011, Pisa, Italy, January 20-21, 2011. Revised Papers;Hilton Waikoloa Village;Athens;17-19 September;1997
9047759;Digital Libraries and Multimedia Archives - 14th Italian Research Conference on Digital Libraries, IRCDL 2018, Udine, Italy, January 25-26, 2018, Edition;Wyndham at Waikiki Beach Walk;Paris;20-22 September;1998
9047834;Companion Publication of the 19th International ACM SIGACCESS Conference on Computers and Accessibility, DIS 2018, Hong Kong, China, June 09-13, 2018;Marriott Waiohai Beach Club;Brussels;22-25 December;1999
9047838;Companion Publication of the 2014 ACM SIGCHI Conference on Designing Interactive Systems Conference, DIS '14, Vancouver, BC, Canada, June 21-25, 2014;Westin Kaanapali Ocean Resort Villas;Thessaloniki;10-12 November;2000
9047839;Companion Publication of the 2017 ACM Conference Companion Publication on Designing Interactive Systems, DIS '17, Edinburgh, United Kingdom, June 10-14, 2017;Wailea Beach Marriott Resort & Spa;London;12-13 July;2001
9047850;Companion Publication of the 2014 ACM Conference on Designing Interactive Systems, DIS '16, Brisbane, QLD, Australia, June 04 - 08, 2016;Hyatt Regency Maui Resort & Spa;Barcelona;1-2 June;2002
9047941;Risk Assessment and Risk-Driven Testing - First International Workshop, RISK 2013, Held in Conjunction with ICTSS 2013, Istanbul, Turkey, November 12, 2013. Revised Selected Papers;Fairmont Kea Lani;Madrid;10-14 January;2003
9047998;Augmented and Virtual Reality - Second International Conference, AVR 2015, Lecce, Italy, August 31 - September 3, 2015, Edition;Moana Surfrider;Berlin;8-9 February;2004
9048004;Augmented and Virtual Reality - First International Conference, AVR 2014, Lecce, Italy, September 17-20, 2014, Revised Selected Papers;Ko Olina Marriot Beach Club;Athens;11-13 March;2005
9048083;IEEE International Joint Conference on Biometrics, Clearwater, IJCB 2014, FL, USA, September 29 - October 2, 2014;Hyatt Regency Waikiki;Paris;23-25 April;2006
9048084;2017 IEEE International Joint Conference on Biometrics, IJCB 2017, Denver, CO, USA, October 1-4, 2017;Hawaii Prince Hotel Waikiki;Brussels;28-29 May;2007
9048085;2011 IEEE International Joint Conference on Biometrics, IJCB 2011, Washington, DC, USA, October 11-13, 2011;Aqua Bamboo Waikiki;Thessaloniki;22-23 August;2008
9048171;Edition of the Eighth Annual International Symposium on Wikis and Open Collaboration, WikiSym 2012, Austria, August 27 - 29, 2012;Aqua Aloha Surf Waikiki Hotel;London;25-28 August;2009
9048226;Network Economics for Next Generation Networks, 6th International Workshop on Internet Charging and Qos Technologies, ICQT 2009, Aachen, Germany, May 11-15, 2009. Edition;Sheraton Kauai Resort;Barcelona;12-14 June;2010
9048227;Performability Has its Price, 5th International Workshop on Internet Charging and QoS Technologies, ICQT 2006, St. Malo, France, June 27, 2006, Edition;Kilauea Lakeside Estate;Madrid;17-19 September;2011
9048228;Economics of Converged, Internet-Based Networks - 7th International Workshop on Internet Charging and QoS Technologies, ICQT 2011, Paris, France, October 24, 2011. Edition;Grand Hyatt Kauai Resort & Spa;Berlin;20-22 September;2012
9047417;Feature Selection for Data and Pattern Recognition;Ritz-Carlton Kapalua;Athens;22-25 December;1955
9047501;Edition of the 2007 International Conference on Foundations of Computer Science, FCS 2007, June 25-28, 2007, Las Vegas, Nevada, USA;Marriott Maui Ocean Club;Paris;10-12 November;1956
9047502;Edition of the 2009 International Conference on Foundations of Computer Science, FCS 2009, July 13-16, 2009, Las Vegas, Nevada, USA;Sheraton Princess Kaiulani;Brussels;12-13 July;1957
